lux,ISO,ShutterSpeed,Aperture
1001,100,1/60,4
1002,100,1/60,4
1003,100,1/60,4
1004,100,1/60,4
1005,100,1/60,4
1006,100,1/60,4
1007,100,1/60,4
1008,100,1/60,4
1009,100,1/60,4
1010,100,1/60,4
1011,100,1/60,4
1012,100,1/60,4
1013,100,1/60,4
1014,100,1/60,4
1015,100,1/60,4
1016,100,1/60,4
1017,100,1/60,4
1018,100,1/60,4
1019,100,1/60,4
1020,100,1/60,4
1021,100,1/60,4
1022,100,1/60,4
1023,100,1/60,4
1024,100,1/60,4
1025,100,1/60,4
1026,100,1/60,4
1027,100,1/60,4
1028,100,1/60,4
1029,100,1/60,4
1030,100,1/60,4
1031,100,1/60,4
1032,100,1/60,4
1033,100,1/60,4
1034,100,1/60,4
1035,100,1/60,4
1036,100,1/60,4
1037,100,1/60,4
1038,100,1/60,4
1039,100,1/60,4
1040,100,1/60,4
1041,100,1/60,4
1042,100,1/60,4
1043,100,1/60,4
1044,100,1/60,4
1045,100,1/60,4
1046,100,1/60,4
1047,100,1/60,4
1048,100,1/60,4
1049,100,1/60,4
1050,100,1/60,4
1051,100,1/60,4
1052,100,1/60,4
1053,100,1/60,4
1054,100,1/60,4
1055,100,1/60,4
1056,100,1/60,4
1057,100,1/60,4
1058,100,1/60,4
1059,100,1/60,4
1060,100,1/60,4
1061,100,1/60,4
1062,100,1/60,4
1063,100,1/60,4
1064,100,1/60,4
1065,100,1/60,4
1066,100,1/60,4
1067,100,1/60,4
1068,100,1/60,4
1069,100,1/60,4
1070,100,1/60,4
1071,100,1/60,4
1072,100,1/60,4
1073,100,1/60,4
1074,100,1/60,4
1075,100,1/60,4
1076,100,1/60,4
1077,100,1/60,4
1078,100,1/60,4
1079,100,1/60,4
1080,100,1/60,4
1081,100,1/60,4
1082,100,1/60,4
1083,100,1/60,4
1084,100,1/60,4
1085,100,1/60,4
1086,100,1/60,4
1087,100,1/60,4
1088,100,1/60,4
1089,100,1/60,4
1090,100,1/60,4
1091,100,1/60,4
1092,100,1/60,4
1093,100,1/60,4
1094,100,1/60,4
1095,100,1/60,4
1096,100,1/60,4
1097,100,1/60,4
1098,100,1/60,4
1099,100,1/60,4
1100,100,1/60,4
1101,100,1/60,4
1102,100,1/60,4
1103,100,1/60,4
1104,100,1/60,4
1105,100,1/60,4
1106,100,1/60,4
1107,100,1/60,4
1108,100,1/60,4
1109,100,1/60,4
1110,100,1/60,4
1111,100,1/60,4
1112,100,1/60,4
1113,100,1/60,4
1114,100,1/60,4
1115,100,1/60,4
1116,100,1/60,4
1117,100,1/60,4
1118,100,1/60,4
1119,100,1/60,4
1120,100,1/60,4
1121,100,1/60,4
1122,100,1/60,4
1123,100,1/60,4
1124,100,1/60,4
1125,100,1/60,4
1126,100,1/60,4
1127,100,1/60,4
1128,100,1/60,4
1129,100,1/60,4
1130,100,1/60,4
1131,100,1/60,4
1132,100,1/60,4
1133,100,1/60,4
1134,100,1/60,4
1135,100,1/60,4
1136,100,1/60,4
1137,100,1/60,4
1138,100,1/60,4
1139,100,1/60,4
1140,100,1/60,4
1141,100,1/60,4
1142,100,1/60,4
1143,100,1/60,4
1144,100,1/60,4
1145,100,1/60,4
1146,100,1/60,4
1147,100,1/60,4
1148,100,1/60,4
1149,100,1/60,4
1150,100,1/60,4
1151,100,1/60,4
1152,100,1/60,4
1153,100,1/60,4
1154,100,1/60,4
1155,100,1/60,4
1156,100,1/60,4
1157,100,1/60,4
1158,100,1/60,4
1159,100,1/60,4
1160,100,1/60,4
1161,100,1/60,4
1162,100,1/60,4
1163,100,1/60,4
1164,100,1/60,4
1165,100,1/60,4
1166,100,1/60,4
1167,100,1/60,4
1168,100,1/60,4
1169,100,1/60,4
1170,100,1/60,4
1171,100,1/60,4
1172,100,1/60,4
1173,100,1/60,4
1174,100,1/60,4
1175,100,1/60,4
1176,100,1/60,4
1177,100,1/60,4
1178,100,1/60,4
1179,100,1/60,4
1180,100,1/60,4
1181,100,1/60,4
1182,100,1/60,4
1183,100,1/60,4
1184,100,1/60,4
1185,100,1/60,4
1186,100,1/60,4
1187,100,1/60,4
1188,100,1/60,4
1189,100,1/60,4
1190,100,1/60,4
1191,100,1/60,4
1192,100,1/60,4
1193,100,1/60,4
1194,100,1/60,4
1195,100,1/60,4
1196,100,1/60,4
1197,100,1/60,4
1198,100,1/60,4
1199,100,1/60,4
1200,100,1/60,4
1201,100,1/60,4
1202,100,1/60,4
1203,100,1/60,4
1204,100,1/60,4
1205,100,1/60,4
1206,100,1/60,4
1207,100,1/60,4
1208,100,1/60,4
1209,100,1/60,4
1210,100,1/60,4
1211,100,1/60,4
1212,100,1/60,4
1213,100,1/60,4
1214,100,1/60,4
1215,100,1/60,4
1216,100,1/60,4
1217,100,1/60,4
1218,100,1/60,4
1219,100,1/60,4
1220,100,1/60,4
1221,100,1/60,4
1222,100,1/60,4
1223,100,1/60,4
1224,100,1/60,4
1225,100,1/60,4
1226,100,1/60,4
1227,100,1/60,4
1228,100,1/60,4
1229,100,1/60,4
1230,100,1/60,4
1231,100,1/60,4
1232,100,1/60,4
1233,100,1/60,4
1234,100,1/60,4
1235,100,1/60,4
1236,100,1/60,4
1237,100,1/60,4
1238,100,1/60,4
1239,100,1/60,4
1240,100,1/60,4
1241,100,1/60,4
1242,100,1/60,4
1243,100,1/60,4
1244,100,1/60,4
1245,100,1/60,4
1246,100,1/60,4
1247,100,1/60,4
1248,100,1/60,4
1249,100,1/60,4
1250,100,1/60,4
1251,100,1/60,4
1252,100,1/60,4
1253,100,1/60,4
1254,100,1/60,4
1255,100,1/60,4
1256,100,1/60,4
1257,100,1/60,4
1258,100,1/60,4
1259,100,1/60,4
1260,100,1/60,4
1261,100,1/60,4
1262,100,1/60,4
1263,100,1/60,4
1264,100,1/60,4
1265,100,1/60,4
1266,100,1/60,4
1267,100,1/60,4
1268,100,1/60,4
1269,100,1/60,4
1270,100,1/60,4
1271,100,1/60,4
1272,100,1/60,4
1273,100,1/60,4
1274,100,1/60,4
1275,100,1/60,4
1276,100,1/60,4
1277,100,1/60,4
1278,100,1/60,4
1279,100,1/60,4
1280,100,1/60,4
1281,100,1/60,4
1282,100,1/60,4
1283,100,1/60,4
1284,100,1/60,4
1285,100,1/60,4
1286,100,1/60,4
1287,100,1/60,4
1288,100,1/60,4
1289,100,1/60,4
1290,100,1/60,4
1291,100,1/60,4
1292,100,1/60,4
1293,100,1/60,4
1294,100,1/60,4
1295,100,1/60,4
1296,100,1/60,4
1297,100,1/60,4
1298,100,1/60,4
1299,100,1/60,4
1300,100,1/60,4
1301,100,1/60,4
1302,100,1/60,4
1303,100,1/60,4
1304,100,1/60,4
1305,100,1/60,4
1306,100,1/60,4
1307,100,1/60,4
1308,100,1/60,4
1309,100,1/60,4
1310,100,1/60,4
1311,100,1/60,4
1312,100,1/60,4
1313,100,1/60,4
1314,100,1/60,4
1315,100,1/60,4
1316,100,1/60,4
1317,100,1/60,4
1318,100,1/60,4
1319,100,1/60,4
1320,100,1/60,4
1321,100,1/60,4
1322,100,1/60,4
1323,100,1/60,4
1324,100,1/60,4
1325,100,1/60,4
1326,100,1/60,4
1327,100,1/60,4
1328,100,1/60,4
1329,100,1/60,4
1330,100,1/60,4
1331,100,1/60,4
1332,100,1/60,4
1333,100,1/60,4
1334,100,1/60,4
1335,100,1/60,4
1336,100,1/60,4
1337,100,1/60,4
1338,100,1/60,4
1339,100,1/60,4
1340,100,1/60,4
1341,100,1/60,4
1342,100,1/60,4
1343,100,1/60,4
1344,100,1/60,4
1345,100,1/60,4
1346,100,1/60,4
1347,100,1/60,4
1348,100,1/60,4
1349,100,1/60,4
1350,100,1/60,4
1351,100,1/60,4
1352,100,1/60,4
1353,100,1/60,4
1354,100,1/60,4
1355,100,1/60,4
1356,100,1/60,4
1357,100,1/60,4
1358,100,1/60,4
1359,100,1/60,4
1360,100,1/60,4
1361,100,1/60,4
1362,100,1/60,4
1363,100,1/60,4
1364,100,1/60,4
1365,100,1/60,4
1366,100,1/60,4
1367,100,1/60,4
1368,100,1/60,4
1369,100,1/60,4
1370,100,1/60,4
1371,100,1/60,4
1372,100,1/60,4
1373,100,1/60,4
1374,100,1/60,4
1375,100,1/60,4
1376,100,1/60,4
1377,100,1/60,4
1378,100,1/60,4
1379,100,1/60,4
1380,100,1/60,4
1381,100,1/60,4
1382,100,1/60,4
1383,100,1/60,4
1384,100,1/60,4
1385,100,1/60,4
1386,100,1/60,4
1387,100,1/60,4
1388,100,1/60,4
1389,100,1/60,4
1390,100,1/60,4
1391,100,1/60,4
1392,100,1/60,4
1393,100,1/60,4
1394,100,1/60,4
1395,100,1/60,4
1396,100,1/60,4
1397,100,1/60,4
1398,100,1/60,4
1399,100,1/60,4
1400,100,1/60,4
1401,100,1/60,4
1402,100,1/60,4
1403,100,1/60,4
1404,100,1/60,4
1405,100,1/60,4
1406,100,1/60,4
1407,100,1/60,4
1408,100,1/60,4
1409,100,1/60,4
1410,100,1/60,4
1411,100,1/60,4
1412,100,1/60,4
1413,100,1/60,4
1414,100,1/60,4
1415,100,1/60,4
1416,100,1/60,4
1417,100,1/60,4
1418,100,1/60,4
1419,100,1/60,4
1420,100,1/60,4
1421,100,1/60,4
1422,100,1/60,4
1423,100,1/60,4
1424,100,1/60,4
1425,100,1/60,4
1426,100,1/60,4
1427,100,1/60,4
1428,100,1/60,4
1429,100,1/60,4
1430,100,1/60,4
1431,100,1/60,4
1432,100,1/60,4
1433,100,1/60,4
1434,100,1/60,4
1435,100,1/60,4
1436,100,1/60,4
1437,100,1/60,4
1438,100,1/60,4
1439,100,1/60,4
1440,100,1/60,4
1441,100,1/60,4
1442,100,1/60,4
1443,100,1/60,4
1444,100,1/60,4
1445,100,1/60,4
1446,100,1/60,4
1447,100,1/60,4
1448,100,1/60,4
1449,100,1/60,4
1450,100,1/60,4
1451,100,1/60,4
1452,100,1/60,4
1453,100,1/60,4
1454,100,1/60,4
1455,100,1/60,4
1456,100,1/60,4
1457,100,1/60,4
1458,100,1/60,4
1459,100,1/60,4
1460,100,1/60,4
1461,100,1/60,4
1462,100,1/60,4
1463,100,1/60,4
1464,100,1/60,4
1465,100,1/60,4
1466,100,1/60,4
1467,100,1/60,4
1468,100,1/60,4
1469,100,1/60,4
1470,100,1/60,4
1471,100,1/60,4
1472,100,1/60,4
1473,100,1/60,4
1474,100,1/60,4
1475,100,1/60,4
1476,100,1/60,4
1477,100,1/60,4
1478,100,1/60,4
1479,100,1/60,4
1480,100,1/60,4
1481,100,1/60,4
1482,100,1/60,4
1483,100,1/60,4
1484,100,1/60,4
1485,100,1/60,4
1486,100,1/60,4
1487,100,1/60,4
1488,100,1/60,4
1489,100,1/60,4
1490,100,1/60,4
1491,100,1/60,4
1492,100,1/60,4
1493,100,1/60,4
1494,100,1/60,4
1495,100,1/60,4
1496,100,1/60,4
1497,100,1/60,4
1498,100,1/60,4
1499,100,1/60,4
1500,100,1/60,4
1501,100,1/60,4
1502,100,1/60,4
1503,100,1/60,4
1504,100,1/60,4
1505,100,1/60,4
1506,100,1/60,4
1507,100,1/60,4
1508,100,1/60,4
1509,100,1/60,4
1510,100,1/60,4
1511,100,1/60,4
1512,100,1/60,4
1513,100,1/60,4
1514,100,1/60,4
1515,100,1/60,4
1516,100,1/60,4
1517,100,1/60,4
1518,100,1/60,4
1519,100,1/60,4
1520,100,1/60,4
1521,100,1/60,4
1522,100,1/60,4
1523,100,1/60,5.6
1524,100,1/60,5.6
1525,100,1/60,5.6
1526,100,1/60,5.6
1527,100,1/60,5.6
1528,100,1/60,5.6
1529,100,1/60,5.6
1530,100,1/60,5.6
1531,100,1/60,5.6
1532,100,1/60,5.6
1533,100,1/60,5.6
1534,100,1/60,5.6
1535,100,1/60,5.6
1536,100,1/60,5.6
1537,100,1/60,5.6
1538,100,1/60,5.6
1539,100,1/60,5.6
1540,100,1/60,5.6
1541,100,1/60,5.6
1542,100,1/60,5.6
1543,100,1/60,5.6
1544,100,1/60,5.6
1545,100,1/60,5.6
1546,100,1/60,5.6
1547,100,1/60,5.6
1548,100,1/60,5.6
1549,100,1/60,5.6
1550,100,1/60,5.6
1551,100,1/60,5.6
1552,100,1/60,5.6
1553,100,1/60,5.6
1554,100,1/60,5.6
1555,100,1/60,5.6
1556,100,1/60,5.6
1557,100,1/60,5.6
1558,100,1/60,5.6
1559,100,1/60,5.6
1560,100,1/60,5.6
1561,100,1/60,5.6
1562,100,1/60,5.6
1563,100,1/60,5.6
1564,100,1/60,5.6
1565,100,1/60,5.6
1566,100,1/60,5.6
1567,100,1/60,5.6
1568,100,1/60,5.6
1569,100,1/60,5.6
1570,100,1/60,5.6
1571,100,1/60,5.6
1572,100,1/60,5.6
1573,100,1/60,5.6
1574,100,1/60,5.6
1575,100,1/60,5.6
1576,100,1/60,5.6
1577,100,1/60,5.6
1578,100,1/60,5.6
1579,100,1/60,5.6
1580,100,1/60,5.6
1581,100,1/60,5.6
1582,100,1/60,5.6
1583,100,1/60,5.6
1584,100,1/60,5.6
1585,100,1/60,5.6
1586,100,1/60,5.6
1587,100,1/60,5.6
1588,100,1/60,5.6
1589,100,1/60,5.6
1590,100,1/60,5.6
1591,100,1/60,5.6
1592,100,1/60,5.6
1593,100,1/60,5.6
1594,100,1/60,5.6
1595,100,1/60,5.6
1596,100,1/60,5.6
1597,100,1/60,5.6
1598,100,1/60,5.6
1599,100,1/60,5.6
1600,100,1/60,5.6
1601,100,1/60,5.6
1602,100,1/60,5.6
1603,100,1/60,5.6
1604,100,1/60,5.6
1605,100,1/60,5.6
1606,100,1/60,5.6
1607,100,1/60,5.6
1608,100,1/60,5.6
1609,100,1/60,5.6
1610,100,1/60,5.6
1611,100,1/60,5.6
1612,100,1/60,5.6
1613,100,1/60,5.6
1614,100,1/60,5.6
1615,100,1/60,5.6
1616,100,1/60,5.6
1617,100,1/60,5.6
1618,100,1/60,5.6
1619,100,1/60,5.6
1620,100,1/60,5.6
1621,100,1/60,5.6
1622,100,1/60,5.6
1623,100,1/60,5.6
1624,100,1/60,5.6
1625,100,1/60,5.6
1626,100,1/60,5.6
1627,100,1/60,5.6
1628,100,1/60,5.6
1629,100,1/60,5.6
1630,100,1/60,5.6
1631,100,1/60,5.6
1632,100,1/60,5.6
1633,100,1/60,5.6
1634,100,1/60,5.6
1635,100,1/60,5.6
1636,100,1/60,5.6
1637,100,1/60,5.6
1638,100,1/60,5.6
1639,100,1/60,5.6
1640,100,1/60,5.6
1641,100,1/60,5.6
1642,100,1/60,5.6
1643,100,1/60,5.6
1644,100,1/60,5.6
1645,100,1/60,5.6
1646,100,1/60,5.6
1647,100,1/60,5.6
1648,100,1/60,5.6
1649,100,1/60,5.6
1650,100,1/60,5.6
1651,100,1/60,5.6
1652,100,1/60,5.6
1653,100,1/60,5.6
1654,100,1/60,5.6
1655,100,1/60,5.6
1656,100,1/60,5.6
1657,100,1/60,5.6
1658,100,1/60,5.6
1659,100,1/60,5.6
1660,100,1/60,5.6
1661,100,1/60,5.6
1662,100,1/60,5.6
1663,100,1/60,5.6
1664,100,1/60,5.6
1665,100,1/60,5.6
1666,100,1/60,5.6
1667,100,1/60,5.6
1668,100,1/60,5.6
1669,100,1/60,5.6
1670,100,1/60,5.6
1671,100,1/60,5.6
1672,100,1/60,5.6
1673,100,1/60,5.6
1674,100,1/60,5.6
1675,100,1/60,5.6
1676,100,1/60,5.6
1677,100,1/60,5.6
1678,100,1/60,5.6
1679,100,1/60,5.6
1680,100,1/60,5.6
1681,100,1/60,5.6
1682,100,1/60,5.6
1683,100,1/60,5.6
1684,100,1/60,5.6
1685,100,1/60,5.6
1686,100,1/60,5.6
1687,100,1/60,5.6
1688,100,1/60,5.6
1689,100,1/60,5.6
1690,100,1/60,5.6
1691,100,1/60,5.6
1692,100,1/60,5.6
1693,100,1/60,5.6
1694,100,1/60,5.6
1695,100,1/60,5.6
1696,100,1/60,5.6
1697,100,1/60,5.6
1698,100,1/60,5.6
1699,100,1/60,5.6
1700,100,1/60,5.6
1701,100,1/60,5.6
1702,100,1/60,5.6
1703,100,1/60,5.6
1704,100,1/60,5.6
1705,100,1/60,5.6
1706,100,1/60,5.6
1707,100,1/60,5.6
1708,100,1/60,5.6
1709,100,1/60,5.6
1710,100,1/60,5.6
1711,100,1/60,5.6
1712,100,1/60,5.6
1713,100,1/60,5.6
1714,100,1/60,5.6
1715,100,1/60,5.6
1716,100,1/60,5.6
1717,100,1/60,5.6
1718,100,1/60,5.6
1719,100,1/60,5.6
1720,100,1/60,5.6
1721,100,1/60,5.6
1722,100,1/60,5.6
1723,100,1/60,5.6
1724,100,1/60,5.6
1725,100,1/60,5.6
1726,100,1/60,5.6
1727,100,1/60,5.6
1728,100,1/60,5.6
1729,100,1/60,5.6
1730,100,1/60,5.6
1731,100,1/60,5.6
1732,100,1/60,5.6
1733,100,1/60,5.6
1734,100,1/60,5.6
1735,100,1/60,5.6
1736,100,1/60,5.6
1737,100,1/60,5.6
1738,100,1/60,5.6
1739,100,1/60,5.6
1740,100,1/60,5.6
1741,100,1/60,5.6
1742,100,1/60,5.6
1743,100,1/60,5.6
1744,100,1/60,5.6
1745,100,1/60,5.6
1746,100,1/60,5.6
1747,100,1/60,5.6
1748,100,1/60,5.6
1749,100,1/60,5.6
1750,100,1/60,5.6
1751,100,1/60,5.6
1752,100,1/60,5.6
1753,100,1/60,5.6
1754,100,1/60,5.6
1755,100,1/60,5.6
1756,100,1/60,5.6
1757,100,1/60,5.6
1758,100,1/60,5.6
1759,100,1/60,5.6
1760,100,1/60,5.6
1761,100,1/60,5.6
1762,100,1/60,5.6
1763,100,1/60,5.6
1764,100,1/60,5.6
1765,100,1/60,5.6
1766,100,1/60,5.6
1767,100,1/60,5.6
1768,100,1/60,5.6
1769,100,1/60,5.6
1770,100,1/60,5.6
1771,100,1/60,5.6
1772,100,1/60,5.6
1773,100,1/60,5.6
1774,100,1/60,5.6
1775,100,1/60,5.6
1776,100,1/60,5.6
1777,100,1/60,5.6
1778,100,1/60,5.6
1779,100,1/60,5.6
1780,100,1/60,5.6
1781,100,1/60,5.6
1782,100,1/60,5.6
1783,100,1/60,5.6
1784,100,1/60,5.6
1785,100,1/60,5.6
1786,100,1/60,5.6
1787,100,1/60,5.6
1788,100,1/60,5.6
1789,100,1/60,5.6
1790,100,1/60,5.6
1791,100,1/60,5.6
1792,100,1/60,5.6
1793,100,1/60,5.6
1794,100,1/60,5.6
1795,100,1/60,5.6
1796,100,1/60,5.6
1797,100,1/60,5.6
1798,100,1/60,5.6
1799,100,1/60,5.6
1800,100,1/60,5.6
1801,100,1/60,5.6
1802,100,1/60,5.6
1803,100,1/60,5.6
1804,100,1/60,5.6
1805,100,1/60,5.6
1806,100,1/60,5.6
1807,100,1/60,5.6
1808,100,1/60,5.6
1809,100,1/60,5.6
1810,100,1/60,5.6
1811,100,1/60,5.6
1812,100,1/60,5.6
1813,100,1/60,5.6
1814,100,1/60,5.6
1815,100,1/60,5.6
1816,100,1/60,5.6
1817,100,1/60,5.6
1818,100,1/60,5.6
1819,100,1/60,5.6
1820,100,1/60,5.6
1821,100,1/60,5.6
1822,100,1/60,5.6
1823,100,1/60,5.6
1824,100,1/60,5.6
1825,100,1/60,5.6
1826,100,1/60,5.6
1827,100,1/60,5.6
1828,100,1/60,5.6
1829,100,1/60,5.6
1830,100,1/60,5.6
1831,100,1/60,5.6
1832,100,1/60,5.6
1833,100,1/60,5.6
1834,100,1/60,5.6
1835,100,1/60,5.6
1836,100,1/60,5.6
1837,100,1/60,5.6
1838,100,1/60,5.6
1839,100,1/60,5.6
1840,100,1/60,5.6
1841,100,1/60,5.6
1842,100,1/60,5.6
1843,100,1/60,5.6
1844,100,1/60,5.6
1845,100,1/60,5.6
1846,100,1/60,5.6
1847,100,1/60,5.6
1848,100,1/60,5.6
1849,100,1/60,5.6
1850,100,1/60,5.6
1851,100,1/60,5.6
1852,100,1/60,5.6
1853,100,1/60,5.6
1854,100,1/60,5.6
1855,100,1/60,5.6
1856,100,1/60,5.6
1857,100,1/60,5.6
1858,100,1/60,5.6
1859,100,1/60,5.6
1860,100,1/60,5.6
1861,100,1/60,5.6
1862,100,1/60,5.6
1863,100,1/60,5.6
1864,100,1/60,5.6
1865,100,1/60,5.6
1866,100,1/60,5.6
1867,100,1/60,5.6
1868,100,1/60,5.6
1869,100,1/60,5.6
1870,100,1/60,5.6
1871,100,1/60,5.6
1872,100,1/60,5.6
1873,100,1/60,5.6
1874,100,1/60,5.6
1875,100,1/60,5.6
1876,100,1/60,5.6
1877,100,1/60,5.6
1878,100,1/60,5.6
1879,100,1/60,5.6
1880,100,1/60,5.6
1881,100,1/60,5.6
1882,100,1/60,5.6
1883,100,1/60,5.6
1884,100,1/60,5.6
1885,100,1/60,5.6
1886,100,1/60,5.6
1887,100,1/60,5.6
1888,100,1/60,5.6
1889,100,1/60,5.6
1890,100,1/60,5.6
1891,100,1/60,5.6
1892,100,1/60,5.6
1893,100,1/60,5.6
1894,100,1/60,5.6
1895,100,1/60,5.6
1896,100,1/60,5.6
1897,100,1/60,5.6
1898,100,1/60,5.6
1899,100,1/60,5.6
1900,100,1/60,5.6
1901,100,1/60,5.6
1902,100,1/60,5.6
1903,100,1/60,5.6
1904,100,1/60,5.6
1905,100,1/60,5.6
1906,100,1/60,5.6
1907,100,1/60,5.6
1908,100,1/60,5.6
1909,100,1/60,5.6
1910,100,1/60,5.6
1911,100,1/60,5.6
1912,100,1/60,5.6
1913,100,1/60,5.6
1914,100,1/60,5.6
1915,100,1/60,5.6
1916,100,1/60,5.6
1917,100,1/60,5.6
1918,100,1/60,5.6
1919,100,1/60,5.6
1920,100,1/60,5.6
1921,100,1/60,5.6
1922,100,1/60,5.6
1923,100,1/60,5.6
1924,100,1/60,5.6
1925,100,1/60,5.6
1926,100,1/60,5.6
1927,100,1/60,5.6
1928,100,1/60,5.6
1929,100,1/60,5.6
1930,100,1/60,5.6
1931,100,1/60,5.6
1932,100,1/60,5.6
1933,100,1/60,5.6
1934,100,1/60,5.6
1935,100,1/60,5.6
1936,100,1/60,5.6
1937,100,1/60,5.6
1938,100,1/60,5.6
1939,100,1/60,5.6
1940,100,1/60,5.6
1941,100,1/60,5.6
1942,100,1/60,5.6
1943,100,1/60,5.6
1944,100,1/60,5.6
1945,100,1/60,5.6
1946,100,1/60,5.6
1947,100,1/60,5.6
1948,100,1/60,5.6
1949,100,1/60,5.6
1950,100,1/60,5.6
1951,100,1/60,5.6
1952,100,1/60,5.6
1953,100,1/60,5.6
1954,100,1/60,5.6
1955,100,1/60,5.6
1956,100,1/60,5.6
1957,100,1/60,5.6
1958,100,1/60,5.6
1959,100,1/60,5.6
1960,100,1/60,5.6
1961,100,1/60,5.6
1962,100,1/60,5.6
1963,100,1/60,5.6
1964,100,1/60,5.6
1965,100,1/60,5.6
1966,100,1/60,5.6
1967,100,1/60,5.6
1968,100,1/60,5.6
1969,100,1/60,5.6
1970,100,1/60,5.6
1971,100,1/60,5.6
1972,100,1/60,5.6
1973,100,1/60,5.6
1974,100,1/60,5.6
1975,100,1/60,5.6
1976,100,1/60,5.6
1977,100,1/60,5.6
1978,100,1/60,5.6
1979,100,1/60,5.6
1980,100,1/60,5.6
1981,100,1/60,5.6
1982,100,1/60,5.6
1983,100,1/60,5.6
1984,100,1/60,5.6
1985,100,1/60,5.6
1986,100,1/60,5.6
1987,100,1/60,5.6
1988,100,1/60,5.6
1989,100,1/60,5.6
1990,100,1/60,5.6
1991,100,1/60,5.6
1992,100,1/60,5.6
1993,100,1/60,5.6
1994,100,1/60,5.6
1995,100,1/60,5.6
1996,100,1/60,5.6
1997,100,1/60,5.6
1998,100,1/60,5.6
1999,100,1/60,5.6
2000,100,1/60,5.6
